Price,Close,High,Low,Open,Volume
2010-06-10,7.538748264312744,7.5528913753194775,7.288669936208853,7.368117255117473,776356000
2010-06-11,7.629026412963867,7.639559008434449,7.4442515646145315,7.470131840018939,545759200
2010-06-14,7.6521992683410645,7.798754813647985,7.64407421354469,7.7027568613104895,602960400
2010-06-15,7.815006256103516,7.819821341815822,7.688914011562577,7.693127211560845,585074000
2010-06-16,8.042518615722656,8.057564963184499,7.843298353777825,7.8574422739698715,783678000
2010-06-17,8.181548118591309,8.21254483674863,8.110225853793313,8.143328770542665,872855200
2010-06-18,8.247750282287598,8.275738365183138,8.16800244724917,8.192980298483546,784621600
2010-06-21,8.130389213562012,8.39641633839402,8.087054234674182,8.35669267471234,776490400
2010-06-22,8.241129875183105,8.3049281395837,8.170410328395342,8.190271748978335,717262000
2010-06-23,8.154458045959473,8.265503900617734,8.062070639931411,8.263096358858999,768457200
2010-06-24,8.09517765045166,8.221570430144858,8.068092794586807,8.155363808283136,714277200
2010-06-25,8.025961875915527,8.133396465573096,7.99917836376624,8.127077067447024,549942400
2010-06-28,8.074111938476562,8.117748250461673,7.960357950557365,8.032883169320582,584948000
2010-06-29,7.709078311920166,7.956447764407917,7.652803191862092,7.948321903862047,1133344800
2010-06-30,7.569443225860596,7.763245622598037,7.523701514438505,7.7253276226127445,739452000
2010-07-01,7.477654933929443,7.667846750423598,7.319363051689569,7.65279961162441,1022896000
2010-07-02,7.431313514709473,7.551386904696392,7.318762490931462,7.5381446151165825,693842800
2010-07-06,7.482171535491943,7.607661091460911,7.407839854755724,7.55349298405478,615235600
2010-07-07,7.7843098640441895,7.787320096114789,7.515876075463402,7.538144239080166,654556000
2010-07-08,7.766859531402588,7.911610295118151,7.670560186640266,7.898970689706078,738144400
2010-07-09,7.81290340423584,7.8213290042554044,7.678685243275642,7.730747174459953,433322400
2010-07-12,7.7427802085876465,7.88000691278234,7.6696531162259545,7.780096312674413,562878400
2010-07-13,7.577567100524902,7.715997591921445,7.415964412351802,7.713590852798619,1190924000
2010-07-14,7.605554103851318,7.697941552700096,7.493305229872754,7.504741862112887,812047600
2010-07-15,7.567036151885986,7.733152617042812,7.442147659217761,7.470134947509993,824866000
2010-07-16,7.520389556884766,7.67296395966796,7.475550279385782,7.619096397025855,1039858400
2010-07-19,7.390387058258057,7.519790109850727,7.21042800422581,7.519790109850727,1024478000
2010-07-20,7.580276012420654,7.610670840643361,7.222764720591628,7.309735201473795,1074950800
2010-07-21,7.650994300842285,7.979315250220362,7.643772477477719,7.977509593482833,1185671200
2010-07-22,7.794841766357422,7.824333356251535,7.683194000005423,7.75451623600139,645318800
2010-07-23,7.8225297927856445,7.835771279115803,7.712387112705725,7.736763083475178,533388800
2010-07-26,7.80266809463501,7.827344605621734,7.755421270893168,7.824335177015335,420551600
2010-07-27,7.947118759155273,7.968785845095622,7.83336474990022,7.85051809398221,584771600
2010-07-28,7.853226184844971,8.004597656192505,7.831860443590056,7.934780508166724,519985200
2010-07-29,7.767457008361816,7.904081832110453,7.706969511474956,7.845700533137031,643806800
2010-07-30,7.741580009460449,7.815309021449497,7.670859623312131,7.700653376429362,448210000
2010-08-02,7.880008697509766,7.902277666449719,7.812900446025046,7.837576957940755,428055600
2010-08-03,7.882417678833008,7.9224418827296965,7.806883013149929,7.854731733145601,417653600
2010-08-04,7.914013385772705,7.953134344767322,7.833663662688409,7.909800186339457,420375200
2010-08-05,7.875493049621582,7.9200317803047495,7.840885029516358,7.876395476226132,289097200
2010-08-06,7.8270416259765625,7.869172809754091,7.75301050890989,7.8177119984105765,444897600
2010-08-09,7.876999855041504,7.889037570816191,7.8113959112411235,7.868873995100673,303128000
2010-08-10,7.806581974029541,7.837880039650681,7.7506073910238396,7.819823463330793,451920000
2010-08-11,7.529115676879883,7.694631005456664,7.51768065386379,7.685904065895542,620054400
2010-08-12,7.577264785766602,7.616687083011805,7.406633852378476,7.423787188368449,534920400
2010-08-13,7.496316432952881,7.579976147923694,7.496015088261656,7.573054863055638,354869200
2010-08-16,7.4523773193359375,7.5236995592829095,7.421681152993373,7.4505716624922576,318430000
2010-08-17,7.582685470581055,7.662734678947971,7.4993254883500455,7.525808464919238,422640400
2010-08-18,7.615787506103516,7.663937568513811,7.570948217523399,7.594421764696534,339696000
2010-08-19,7.519789218902588,7.628126252160517,7.483676874483278,7.608865906557766,426706000
2010-08-20,7.512569427490234,7.641369823024999,7.493309074611076,7.505046253939889,384230000
2010-08-23,7.397006034851074,7.583586592459163,7.3804553827224,7.5772671941128875,414041600
2010-08-24,7.220358848571777,7.3127455189344515,7.181838955698676,7.3028156072575365,602565600
2010-08-25,7.309433937072754,7.3425376532948246,7.138201861064016,7.163480258956908,596867600
2010-08-26,7.230891227722168,7.395503395305885,7.230891227722168,7.386475107350469,466505200
2010-08-27,7.271215915679932,7.301008860610665,7.088848538512824,7.275128575123431,548391200
2010-08-30,7.297698020935059,7.3955024523501125,7.242927217908296,7.245334761056102,383289200
2010-08-31,7.315756797790527,7.3596936698843916,7.23299948612569,7.278139326569919,420786800
2010-09-01,7.533330917358398,7.567336258193725,7.4114518607345055,7.447262858890933,697037600
2010-09-02,7.58870267868042,7.58870267868042,7.480365651923358,7.56131727821272,415427600
2010-09-03,7.787321090698242,7.787621631792261,7.658821290531653,7.676576519067316,520788800
2010-09-07,7.758430480957031,7.8101910443575875,7.71148419960536,7.723220569046848,342557600
2010-09-08,7.912209987640381,7.956447388939877,7.797251406029083,7.817715523404068,526551200
2010-09-09,7.916720390319824,8.020542835367527,7.91220665047793,7.9760049117433205,438575200
2010-09-10,7.926957130432129,7.95975951057448,7.866468802150522,7.920336385454353,387542400
2010-09-13,8.036195755004883,8.073511873687027,7.997676668222579,7.999481522165772,388780000
2010-09-14,8.066889762878418,8.100293216129332,7.990451880933649,8.011216537207792,408150400
2010-09-15,8.131891250610352,8.136707139790023,8.060268459571652,8.070199975402048,429368800
2010-09-16,8.32298755645752,8.32599698568271,8.11022613354492,8.132495909811333,652103200
2010-09-17,8.286874771118164,8.364816967406007,8.236016630212518,8.356691107922718,634477200
2010-09-20,8.523412704467773,8.539964165703902,8.30132161842928,8.308242904812092,658677600
2010-09-21,8.539663314819336,8.647398491463381,8.510171706211493,8.542372203446503,668074400
2010-09-22,8.65943431854248,8.66635560381319,8.498734015842913,8.507762303317246,585289600
2010-09-23,8.694639205932617,8.810198818647406,8.606766328007824,8.616697037607139,786116800
2010-09-24,8.796961784362793,8.833375476084326,8.743696896203062,8.790341843673337,649488000
2010-09-27,8.762054443359375,8.8694882689568,8.757540700692365,8.846918752035727,482834800
2010-09-28,8.632651329040527,8.780410693608331,8.275741848494876,8.780410693608331,1035042400
2010-09-29,8.647994041442871,8.721422467976344,8.606766088552616,8.643780842787699,469644000
2010-09-30,8.539057731628418,8.727142576249824,8.463823633062727,8.697049097540676,673391600
2010-10-01,8.502044677734375,8.624224285600967,8.46683475884115,8.611284142184461,448142800
2010-10-04,8.385279655456543,8.513477281483445,8.359097227785552,8.47435632125059,435302000
2010-10-05,8.695244789123535,8.710591670095518,8.480977483882741,8.486395259121672,501967200
2010-10-06,8.702764511108398,8.78702688182701,8.584496811834029,8.714802222235493,670868800
2010-10-07,8.703669548034668,8.741587542370906,8.63415376080869,8.737374342601802,408399600
2010-10-08,8.849625587463379,8.862565731295444,8.727145434544553,8.77860466515835,658403200
2010-10-11,8.888439178466797,8.945015600584258,8.865569141204345,8.86978233886306,427753200
2010-10-12,8.984145164489746,9.013035687860826,8.802078294798527,8.88995202954692,558544000
2010-10-13,9.032293319702148,9.087063318151518,9.022061261509215,9.034098977030313,630092400
2010-10-14,9.097599029541016,9.102413313385265,9.040119325135201,9.078940565748727,435296400
2010-10-15,9.471654891967773,9.47947940325839,9.175835007110214,9.251971511859184,922194000
2010-10-18,9.569765090942383,9.599857772029523,9.458117290466948,9.58390900463109,1093010800
2010-10-19,9.313667297363281,9.44246762814079,9.02868123711991,9.13039751386437,1232784000
2010-10-20,9.34496784210205,9.456916215589406,9.234825930011135,9.29892477331563,721624400
2010-10-21,9.314573287963867,9.471661490774652,9.232718412297766,9.400038675463309,551460000
2010-10-22,9.252881050109863,9.33022137855406,9.217671930676106,9.301030314476675,372778000
2010-10-25,9.294107437133789,9.377165265558931,9.282069721310217,9.30163141131644,392462000
2010-10-26,9.270334243774414,9.321192388244079,9.198108751717518,9.23482378533591,392929600
2010-10-27,9.263711929321289,9.32600508978658,9.196602879710518,9.258294958066545,399002800
2010-10-28,9.185769081115723,9.268826890299927,9.055163109029115,9.267321774377734,551051200
2010-10-29,9.05756950378418,9.205028268515004,9.054258731032583,9.155373909511608,430511200
2010-11-01,9.1538724899292,9.196605583248779,9.09428739578212,9.094889281654028,423889200
2010-11-02,9.30975341796875,9.334731270483378,9.238733322502089,9.238733322502089,433930000
2010-11-03,9.413277626037598,9.41568516900103,9.284777832914545,9.370243197359114,508348400
2010-11-04,9.577892303466797,9.635371201603817,9.48038839472681,9.493027998641324,642488000
2010-11-05,9.543581008911133,9.617009452399948,9.532145984934969,9.569462092340526,361253200
2010-11-08,9.588420867919922,9.623028087259994,9.532446306308625,9.545687790548762,281758400
2010-11-09,9.511984825134277,9.669073794908215,9.464437457036704,9.661549821079054,383544000
2010-11-10,9.570666313171387,9.59293528009414,9.435846329498935,9.528835659549712,384227200
2010-11-11,9.52914047241211,9.581804279584015,9.456914973071234,9.479485290942895,361284000
2010-11-12,9.269735336303711,9.524628048441436,9.137324424866252,9.509581700963025,795846800
2010-11-15,9.239938735961914,9.345266331967787,9.216766536266896,9.282671820834354,403606000
2010-11-16,9.07592487335205,9.256787050426219,9.007612072952728,9.200211419332067,657650000
2010-11-17,9.043129920959473,9.14815620719227,8.960673152581975,9.064195125725508,479449600
2010-11-18,9.281767845153809,9.319083955253642,9.169218432735423,9.184565312824288,494491200
2010-11-19,9.230611801147461,9.280868066442768,9.185772508739197,9.267927921894474,384843200
2010-11-22,9.430124282836914,9.430124282836914,9.204723443046857,9.229098594291989,393075200
2010-11-23,9.290792465209961,9.381676375023906,9.225489895340287,9.342553816275812,519447600
2010-11-24,9.473465919494629,9.49152249424879,9.381681143711567,9.38920351114698,413725200
2010-11-26,9.479476928710938,9.560729840655242,9.417484347223459,9.441558956709276,237585600
2010-11-29,9.535760879516602,9.554117193695816,9.370546819629988,9.494532098039615,445785200
2010-11-30,9.36362075805664,9.460221384711197,9.35519435993416,9.43554407592393,501858000
2010-12-01,9.521614074707031,9.562240154387522,9.479482878972233,9.487607934191187,461750800
2010-12-02,9.57427978515625,9.599858727342925,9.476174002841523,9.555621324579064,462837200
2010-12-03,9.552910804748535,9.58932368250341,9.519807896394765,9.539970664601407,342092800
2010-12-06,9.634465217590332,9.700069149373327,9.582402508194619,9.589023250657904,448481600
2010-12-07,9.57608413696289,9.75002429517679,9.573376052912252,9.744307585996896,391454000
2010-12-08,9.660347938537598,9.660649283270871,9.542983406165657,9.61881861636259,321935600
2010-12-09,9.622729301452637,9.705185239413204,9.600459528441222,9.694051558286183,294151200
2010-12-10,9.646801948547363,9.661547744776609,9.587817960044752,9.619416554013494,262511200
2010-12-13,9.680209159851074,9.782227609028451,9.660047188665759,9.76146294838961,439815600
2010-12-14,9.638679504394531,9.706390451126648,9.599858272310549,9.682014478159651,351008000
2010-12-15,9.640786170959473,9.720232682580503,9.605576254880102,9.629951423412956,417312000
2010-12-16,9.667567253112793,9.70849467536903,9.632960032227926,9.662752167719626,322030800
2010-12-17,9.648306846618652,9.68381729461105,9.636871019839294,9.679002209651319,386929200
2010-12-20,9.696460723876953,9.727758791075425,9.576688642595997,9.67810360548623,385610400
2010-12-21,9.756343841552734,9.762061353934127,9.691643137492592,9.720231502985278,256354000
2010-12-22,9.78523063659668,9.802083431247588,9.736780057353537,9.76115601925229,265921600
2010-12-23,9.738288879394531,9.784933819821225,9.725348737512384,9.780420078471662,223157200
2010-12-27,9.770791053771973,9.793662716927173,9.675695496673974,9.715720505402603,249816000
2010-12-28,9.794568061828613,9.830379073594086,9.782229800571834,9.80780875029598,175924000
2010-12-29,9.78914737701416,9.82405594833618,9.783429060365659,9.817133860139135,163139200
2010-12-30,9.740096092224121,9.795768524241282,9.721738975639248,9.79486609726156,157494400
2010-12-31,9.706988334655762,9.734674266295686,9.669370889674829,9.718724701056397,193508000
2011-01-03,9.917945861816406,9.938710515348964,9.775603518982189,9.799678141860745,445138400
2011-01-04,9.969703674316406,10.00611653849623,9.875209266270824,10.004310882154515,309080800
2011-01-05,10.051261901855469,10.061493960120544,9.915840815631574,9.917345931875232,255519600
2011-01-06,10.043135643005371,10.088877345999157,10.018157789905413,10.072927777800206,300428800
2011-01-07,10.115058898925781,10.121980182174804,9.988063436306188,10.050959281960171,311931200
2011-01-10,10.305554389953613,10.329027134007031,10.146660546940048,10.196615464231408,448560000
2011-01-11,10.281176567077637,10.381086375890272,10.215873175996169,10.378679636749325,444108000
2011-01-12,10.364837646484375,10.365138991181547,10.292011874415419,10.329629335652724,302590400
2011-01-13,10.402754783630371,10.43164530003475,10.347684245699002,10.387106557497123,296780400
2011-01-14,10.487014770507812,10.487014770507812,10.365437089613437,10.409072591683879,308840000
2011-01-18,10.251383781433105,10.375068488015197,9.810512523265453,9.916442002373264,1880998000
2011-01-19,10.196915626525879,10.490628648604229,10.137932428520525,10.483104674722428,1135612800
2011-01-20,10.011536598205566,10.180662443163731,9.934496844346763,10.124387341852247,764789200
2011-01-21,9.832180976867676,10.077744746980335,9.829472089098152,10.044340488394957,754401200
2011-01-24,10.155082702636719,10.155082702636719,9.832177916629256,9.836692460311385,574683200
2011-01-25,10.273954391479492,10.27515896657578,10.068415629369282,10.121380772245484,546868000
2011-01-26,10.347681999206543,10.400345786256644,10.276962446909423,10.320898490564273,506875600
2011-01-27,10.328424453735352,10.37296319865466,10.316989427299596,10.34557779697482,285026000
2011-01-28,10.114459037780762,10.364236833269441,10.03711952193373,10.357315548085163,592057200
2011-01-31,10.211363792419434,10.233031687910124,10.060294427900939,10.105434269667683,377246800
2011-02-01,10.383194923400879,10.401852578724338,10.261315867269705,10.27094603960997,426633200
2011-02-02,10.361827850341797,10.389814331895572,10.338655651126112,10.365740509447816,258955200
2011-02-03,10.335346221923828,10.35942165467425,10.1881887553733,10.346180166661519,393797600
2011-02-04,10.427431106567383,10.433449963578365,10.337451203217503,10.341363058481784,321840400
2011-02-07,10.589335441589355,10.6305626043018,10.461738080149795,10.469261249830792,485021600
2011-02-08,10.689247131347656,10.69887730452337,10.597462355817225,10.643505415934781,381040800
2011-02-09,10.778324127197266,10.803603330613512,10.679316726367416,10.688946095511573,482745200
2011-02-10,10.669384956359863,10.833696560332184,10.472572323779069,10.75515247482719,928550000
2011-02-11,10.738897323608398,10.767485681570566,10.639287275038674,10.675700948658466,367572800
2011-02-14,10.809019088745117,10.818046571750854,10.73468820477256,10.73709574786364,310416400
2011-02-15,10.830687522888184,10.832794525148396,10.759967944737939,10.809320977084685,284174800
2011-02-16,10.92789077758789,10.981155665643728,10.8487439947384,10.857771478783107,481157600
2011-02-17,10.782539367675781,10.841823924381899,10.728972325316855,10.750941562806364,530583200
2011-02-18,10.549612045288086,10.81864853907429,10.518313987192878,10.794874454429463,816057200
2011-02-22,10.189994812011719,10.394330635763264,10.163212097406499,10.296526195347973,872555600
2011-02-23,10.310667991638184,10.37145603372491,10.189991923422443,10.194807812381883,671854400
2011-02-24,10.318488121032715,10.386800915688355,10.182766565293814,10.352795592415296,499900800
2011-02-25,10.477387428283691,10.485512483930341,10.37627303534904,10.390115603697293,380018800
2011-02-28,10.629359245300293,10.684731122138835,10.56646339547189,10.570074709646452,403074000
2011-03-01,10.511991500854492,10.704891401766066,10.462939033435573,10.697368234111403,456136800
2011-03-02,10.596556663513184,10.66366571186194,10.48460833711083,10.53155461685006,602590800
2011-03-03,10.820454597473145,10.827375881861794,10.710913800835634,10.749133144479963,500788400
2011-03-04,10.833698272705078,10.842425216121496,10.765987316976641,10.835804471479888,453266800
2011-03-07,10.694062232971191,10.88395277655544,10.572183175253679,10.875826916744671,546123200
2011-03-08,10.706095695495605,10.755449509894389,10.600466784261307,10.680515959918452,356316800
2011-03-09,10.607088088989258,10.676002786773171,10.550813792750848,10.673895785320386,453306000
2011-03-10,10.43254566192627,10.525836328845122,10.379279988227458,10.506274643775345,507539200
2011-03-11,10.592647552490234,10.60257907138964,10.382294462494317,10.392224374221797,471080400
2011-03-14,10.63988971710205,10.727763403952585,10.572179598823226,10.628453891167728,435957200
2011-03-15,10.395233154296875,10.467758384366313,10.234834204436703,10.29502117737626,721081200
2011-03-16,9.931188583374023,10.32210496325997,9.818337811185062,10.292011477581969,1162011200
2011-03-17,10.070523262023926,10.220088265434752,9.950750399985173,10.136427747386925,659422400
2011-03-18,9.9510498046875,10.177654556545681,9.930887034719296,10.145454072093253,753214000
2011-03-21,10.210762977600098,10.224003667091779,10.089184406461905,10.111153649043267,409402000
2011-03-22,10.267937660217285,10.310671557689385,10.205945021760654,10.30886590004972,325922800
2011-03-23,10.207447052001953,10.238442960065589,10.109943176112466,10.210155135849678,372996400
2011-03-24,10.381388664245605,10.41238537787596,10.197516991505193,10.287496900128627,404712000
2011-03-25,10.579103469848633,10.594751695054953,10.443079707259468,10.474678305912109,448910000
2011-03-28,10.546001434326172,10.66276567596465,10.546001434326172,10.627555757368937,309355200
2011-03-29,10.561649322509766,10.561649322509766,10.414191330839385,10.462340583945139,352900800
2011-03-30,10.491528511047363,10.559240241503957,10.455717522036093,10.552016810478415,329406000
2011-03-31,10.487916946411133,10.5267373596192,10.414187974338846,10.423215454145495,274019200
2011-04-01,10.369051933288574,10.580610397408863,10.331133926968095,10.566165940078074,418661600
2011-04-04,10.267632484436035,10.370251971671493,10.183671451055021,10.361525032145275,460084800
2011-04-05,10.198419570922852,10.299533965389356,10.111449089679887,10.141242032283307,482731200
2011-04-06,10.17284107208252,10.349189599107113,10.145757013815395,10.268539310124696,402539200
2011-04-07,10.17404556274414,10.244764333333071,10.112352668606903,10.174646644972226,373447200
2011-04-08,10.083162307739258,10.236338629669875,10.049758850789097,10.229417344673923,377535200
2011-04-11,9.954961776733398,10.101516520744042,9.931489038694671,10.053065928667047,398946800
